query_idx,query,gold_idx,gold_paragraph
143,what are arguments that a defendant is not competent to stand trial,19066,"Pursuant to [...], the qualified psychiatrist or licensed psychologist shall render an opinion as to whether the defendant has the mental capacity to appreciate his/her presence in relation to time, place and things and whether the defendant's elementary mental processes are such that he/she comprehends: of (a)  He/she a court justice charged with a criminal offense; is in (b) There a judge on the bench; is ( c) There is a prosecutor present who will try to convict him/her; ( That he/she has a lawyer who will undertake to defend him/her; d) of (e)  He/she will be expected to tell to the best his/her mental ability the facts surrounding if him/her at the time and place where the alleged violation was committed he/she chooses to testify and understand his/her legal right not to testify; of jury  There a present to pass upon evidence that adduced as to guilt or innocence (f) is if such charge or, that he/she should choose to enter into plea negotiations or to plead of guilty, that he/she comprehends the consequences a guilty plea and that he/she be able to knowingly, intelligently, and voluntarily waive those rights which are waived upon of such entry a guilty plea; and of (g)  They he/she has the ability to participate in an adequate presentation his/her defense."
143,what are arguments that a defendant is not competent to stand trial,8611,"I  Order CN: [...] page of If, 3. within three (3) months after confinement pursuant to the terms this order, it is determined that the defendant has not regained his/her fitness to stand trial, professional staff of shall notify the court and counsel and provide each with an evaluation the defendant's lack of fitness to proceed to trial, whether substantially probable that the defendant could it is regain his competence within the foreseeable future and whether defendant continues to be of or dangerous to self, others propetty as a result mental illness; and, [...]. or 4.  Pursuant to [...], the qualified psychiatrist licensed psychologist shall render an opinion as to whether the defendant has the mental capacity to appreciate their presence in relation time, place and things and whether the defendant's elementary mental processes to are such that they comprehend: of (a) That he/she are in a court justice charged with a criminal offense; on (b) That there is a judge the bench; ( c) That there a prosecutor present who will try to convict him/her; is ( d) That he/she has a lawyer who will undertake to defend him/her; of (e) That he/she will be expected tell to the best his/her mental ability the facts to if at surrounding him/her the time and place where the alleged violation was committed he/she chooses to testify and understand his/her legal right not to testify; of or That (f) there is a jury present to pass upon evidence that adduced as to guilt innocence if or such charge or, that he/she should choose to enter into plea negotiations to plead of guilty, that he/she comprehends the consequences a guilty plea and that he/she be able to knowingly, intelligently, and voluntarily waive those rights which are waived upon of such entry a guilty plea; and of (g) That he/she has the ability to participate in an adequate presentation his/her defense."
144,what are the limits of judicial notice?,31645,"E. 201(d), “[a] court shall take judicial notice if requested by a party on notice to all other parties and if supplied with the necessary information. ” (emphasis added).  [...] 201(e) requires that parties be given an opportunity to be heard on the question of judicial notice.  And finally, under [...] 201(f), “[i]n determining the propriety of taking judicial notice of a matter ... the rules of evidence shall not apply except Rule 403 or a valid claim of privilege. ”"
144,what are the limits of judicial notice?,38899,"As a result of the Trial Court’s orders, there are absolutely zero consequences for this conduct.  No doubt members of the bar and the judiciary bring a wealth of knowledge and experience to the cases they handle.  However, louvered systems and stormwater management are not matters of “common sense” subject to judicial notice.  See State v. [...], 146 [...], 571 ([...] Div. 1977) (holding that the Court is not to use from the bench, under the guise of judicial notice, that which they know only as an individual observer)."
144,what are the limits of judicial notice?,23445,"(Da52-Da59).  Defendant argued that these convictions supported defendant’s theory that the victims were killed by not defendant, but [...], who was arrested on C.D.S. charges in the same general neighborhood where the victims were shot.  (Da52-Da59).  The trial court found that defendant’s request was beyond the scope of judicial notice under [...], first finding that it would be improper to take judicial notice of a judgment of conviction “simply because they have been filed with a court” and that admission of this evidence would inappropriately “circumvent the rule against hearsay. ”  (Da55).  The trial court also found that defendant was seeking relief on “pure speculation” because he failed to present evidence that either [...] or [...] sold drugs, that the two were drug rivals, that [...] killed [...] because they were drug rivals, or even that [...] was the person that defendant identified as [...]. (Da52-Da59)."
144,what are the limits of judicial notice?,25478,"The lower court’s denial of Defendant’s motion in limine to take judicial notice of the weather related State of Emergency and converse grant of Plaintiff’s motion in limine to bar any reference to the State of Emergency was harmful error and an abuse of discretion.  (1T 29:6-30:19) (Da 1-2).  “The purpose of judicial notice is to save time and promote judicial economy by precluding the necessity of proving facts that cannot seriously be disputed and are either generally or universally known. ”  State v. [...], 394 [...], 275 (App. Div. 2007).  It may not be used to take notice of a contested fact or ultimate legal issue in dispute.  Id.  The pertinent evidence rule dealing with judicial notice is [...].  This rule permits judicial notice of laws, statutes, resolutions, regulations, and ordinances of states and their governmental agencies.  [...].  Part (b) of the rule also permits judicial notice of certain facts of universally known generalized knowledge, facts of common notoriety, specific facts that are capable of immediate determination by resort to accurate sources, and records of the state or federal court.  [...].  These judicially noticed facts cannot reasonably be questioned or disputed.  Id.  Under [...]."
145,what are the mandatory penalties for theft of a motor vehicle?,71057,"The following question needs to be answered only if you are pleading guilty for a violation of [...] 2C:29-2b for eluding.  1.  Do you understand that if you plead guilty you will be required to forfeit your [Yes] [No] driver’s license for a period of time between 6 months and 2 years?  The following questions need to be answered only if you are pleading guilty for a violation of [...] 2C:20-2 for theft of an automobile and the offense occurred on or after April 2, 1991, or for a violation of 2C:20-10 for unlawful taking of a motor vehicle (""Joyriding"") and the offense occurred on or [...] after August 2, 1993.  1.  Do you understand that if you plead guilty you will be required to forfeit your [Yes] [No] driver’s license?  1st Offense - 1 year license suspension  2nd Offense - 2 year license suspension  3rd or Subsequent Offense - 10 year license suspension  2.  Do you understand that if you plead guilty you will be required to pay a mandatory [Yes] [No] penalty?  The mandatory penalties are as follows:  1st Offense $ 500 2nd Offense $ 750 3rd or Subsequent offense $1,000  Total Penalty $ 3.  Do you understand that if you plead guilty to more than one theft of an automobile [Yes] [No] or unlawful taking of a motor vehicle that the license forfeitures and mandatory penalties imposed can be consecutive to each other?  Date  Defendant Defense Attorney Prosecutor Form Promulgated by Directive #01-18, (02/23/2018), CN 11168"
145,what are the mandatory penalties for theft of a motor vehicle?,52901,"지령 제[...]호([...])에 의거 공포된 양식, 페이지 [...] Form Promulgated by Directive #[...], ([...]), [...] page 1/2 의무적 벌금은 다음과 같습니다: The mandatory penalties are as follows: 첫 번째 위반/1st Offense $ 500 두 번째 위반/2nd Offense $ 750 세 번째 또는 차후의 위반/3rd or Subsequent offense $ 1000 $ 총 벌금/Total Penalty  [예/Yes]  [아니요/No]  귀하가  1대 이상의 차량 절도 또는 차량을 불법 탈취한 것에 대해 유죄를  3.  인정하는 경우, 부과되는 면허 몰수와 의무적 벌금들은 서로 순차적으로 집행될 수 있다는 것을 알고 있습니까?  Do you understand that if you plead guilty to more than one theft of an automobile or unlawful taking of a motor vehicle that the license forfeitures and mandatory penalties imposed can be consecutive to each other?"
146,what constitutes exigent circumstances for a motor vehicle stop,5040,"As outlined above, the automobile exception requires that law enforcement officers acquire probable cause to believe contraband or evidence of a crime will be found in a vehicle before searching it.  But unlike federal law and most other states, where exigency is satisfied by the vehicle’s inherent mobility, our Supreme Court created an exigency standard that requires probable cause that has arisen unforeseeably and spontaneously.  [...], 223 [...] at 421, 425-26."
146,what constitutes exigent circumstances for a motor vehicle stop,32653,"The rationale for this exception, as stated by the [...] court, was “grounded in the exigent circumstances created by the inherent mobility of vehicles and the somewhat lessened expectation of privacy in one’s vehicle. ”  Id. at 9.  But mobility alone does not justify the stop or search of a vehicle, *United States v. Powers*, 439 F.2d 373, 375 (4th Cir.), cert. den., 402 U.S. 1011 (1971), and the protections of the Fourth Amendment, and the warrant clause of that Amendment, as well as Article I, para. 10 of the [...] constitution, still apply to automobiles.  *Marshall v. Barlow’s Inc.*, 436 U.S. 307, 315 n. 10 (1978).  See also *Coolidge v. New Hampshire*, 403 U.S. 443, 461 (1971); *State v. [...]*, supra, at 8; *State v. [...]*, [...] 1, 7 (1979).  Thus, even assuming probable cause to believe the vehicle and person stopped are in possession of criminal contraband, the only exigency which would serve to validate such conduct would be the temporal confluence of the officer’s probable cause and the vehicle’s mobility."
147,what does invited error mean?,11878,"Under settled principles of law, trial errors that “were induced, encouraged, or acquiesced in or consented to by defense counsel ordinarily are not a basis for reversal on appeal. ”  *State v. [...]*, 213 [...], 561 (2013) (quoting *State v. [...]*, 107 [...], 345 (1987)).  If, therefore, a party has “invited” the error, he is barred from raising an objection for the first time on appeal."
147,what does invited error mean?,58923,"Invited error “applies when a defendant in some way has led the court into error. ”  State v. [...], 219 [...] 89, 100 (2014) (quotations omitted); see State v. [...], 178 [...] 347 (2004) (explaining that defendant cannot claim error on appeal where trial court adopted defendant’s “course of action”).  [...] does not claim on appeal that the trial court’s adoption of his request to admit evidence of the robbery for a limited purpose was error.  His claim is that the instruction limiting the jury’s use of the robbery evidence was deficient."
147,what does invited error mean?,40369,"“‘The doctrine of invited error operates to bar a disappointed litigant from arguing on appeal that an adverse decision below was the product of error, when that party urged the lower court to adopt the proposition now alleged to be error. ’  “[...] v. [...], 417 [...] 96, 113–14 ([...]2010) (quoting [...], supra, 201 [...] at 340 (2010))."
147,what does invited error mean?,46803,"[...] Div. of Youth & Fam. Servs. v. [...], 201 [...] 328, 340 (2010) (quoting State v. [...], 178 [...] 347, 358 (2004)).  Thus, “where error was advanced to secure a tactical advantage at trial, the party responsible will not be permitted to complain on appeal. ”  [...], 144 [...] at 503; see also State v. [...], 222 [...] 480, 487 (2015) (quoting State v. [...], 213 [...] 542, 561 (2013)) (affirming that, under the invited error doctrine, “trial errors that were induced, encouraged or acquiesced in or consented to by defense counsel ordinarily are not a basis for reversal on appeal”); State v. [...], 219 [...] 89, 100 (2014) (explaining that the “invited-error doctrine is intended to prevent defendants from manipulating the system and will apply when a defendant in some way has led the court into error while pursuing a tactical advantage that does not work as planned”)."
147,what does invited error mean?,67444,"In other words, if a party has “invited” the error, he is barred from raising an objection for the first time on appeal.  See [...] v. [...], [...] [...] [...], [...] ([...])."
148,which case created the spontaneous? and unforeseeable standard,5040,"As outlined above, the automobile exception requires that law enforcement officers acquire probable cause to believe contraband or evidence of a crime will be found in a vehicle before searching it.  But unlike federal law and most other states, where exigency is satisfied by the vehicle’s inherent mobility, our Supreme Court created an exigency standard that requires probable cause that has arisen unforeseeably and spontaneously.  [...], 223 [...] at 421, 425-26."
148,which case created the spontaneous? and unforeseeable standard,23451,"(2T 20-8 to 19)  More importantly, our [...] Supreme Court already exhaustively took into consideration all relevant policy considerations in adopting the “unforeseeable and spontaneous” standard in [...]."
148,which case created the spontaneous? and unforeseeable standard,30500,"At least as much as exigency and inadvertence, unforeseeability and spontaneity are more akin to factual questions.  Indeed, as noted above, “whether the circumstances giving rise to probable cause were unforeseeable and spontaneous is a fact-sensitive inquiry that should be analyzed case by case. ” [...], 253 [...] at 173 (emphasis added).  Finally, defendant’s overly broad interpretation has been specifically and repeatedly rejected by this Court since [...] was issued on March 28, 2023."
148,which case created the spontaneous? and unforeseeable standard,63047,"(Sb 28-36)  However, [...] is the most recent articulation of the “unforeseeable and spontaneous” requirement by our Supreme Court interpreting our constitution.  And as the Court explained in [...], “[...] thus deliberately kept the “unforeseeability and spontaneity” language first articulated in [...] and explicitly fortified it with the extra protections guaranteed under Article I, Paragraph 7. ”  [...], 253 [...] at 171 (emphasis added).  Those extra protections, including a careful analysis of whether the circumstances leading to probable cause were actually unforeseeable and spontaneous, as opposed to foreseen and planned, is what our constitution requires.  The car search here does not pass muster under our more-protective constitution.  Finally, the State cites unpublished cases in which panels of this Court upheld car searches."
149,K-9 directives,64742,"Canines shall not be deployed against a crowd, except to respond to a threat of death or serious bodily injury to a member of the public or to an officer.  3.8.8  CN (phenacyl chloride) shall not be used in any instance.  13  USE OF FORCE POLICY | April 2022 Core Principle Four Duty to Use Deadly Force Only as an Absolute Last Resort and Duty to Avoid Actions Which Create a Substantial Risk of Death or Serious Bodily Injury."
150,Home detention as a condition of pretrial release,399,The following are the criteria for ordering home detention (HD) with or without electronic monitoring (EM) as a condition of pretrial release that are intended to increase the efficacy of electronic monitoring (EM) and to help ensure that it is used properly.
151,body-worn camera,66044,"BODY WORN CAMERA POLICY | January 2022  10  5 Standards Governing the Activation of BWCs  5.1  BWCs Used Only in Performance of Official Duties.  A BWC shall be activated only while in performance of official police duties and for the purpose of recording incidents, investigations, and police-civilian encounters involving those law enforcement activities specified in this Policy, or specified in a department’s policy, standing operating procedure, directive, or order promulgated pursuant to this Policy.  A BWC shall not be activated while the officer is on break or otherwise is not actively performing law enforcement functions (e.g., while eating meals, while in a restroom, etc.).  A BWC shall not be activated or used by an officer for personal purposes, or when engaged in police union business.  Nor shall a BWC be used to record conversations involving counseling, guidance sessions, personnel evaluations, or any similar supervisory interaction.  Any recordings from a BWC recorded in contravention of this Policy or any other applicable law shall be immediately brought to the attention of agency command staff and immediately destroyed by command staff following consultation and approval by the [...] Prosecutor or Director of the Office of Public Integrity and Accountability.  Such footage shall not be admissible as evidence in any criminal, civil, or administrative proceeding, except as evidence in any proceeding related to the unauthorized use of a BWC."
151,body-worn camera,23253,"3.1  Promulgation of Police Department Policies and Procedures.  To ensure an efficient and orderly transition to universal BWC implementation, every law enforcement agency shall promulgate and enforce a policy, standing operating procedure, directive, or order, in a form as may be appropriate given the customs and practices of the agency, which shall comply with the policies, standards, and requirements of this Policy.  Any policy, standing operating procedure, directive, or order promulgated by an agency pursuant to this Policy shall provide that: (a) a law enforcement officer employed by the agency may only use a BWC system that has been issued and approved by the agency; (b) an officer equipped with a BWC must comply at all times with the requirements established in this Policy and in the agency’s policy, standing operating procedure, directive, or order issued pursuant to this Policy or by law; (c) a BWC shall be used only in performance of official police duties and not for personal purposes; (d) no BWC recording shall be accessed, viewed, copied, disseminated, or otherwise used by a sworn officer or civilian employee of the agency except for an official purpose specified in this Policy or by law; and (e) any sworn officer or civilian employee of the agency who knowingly violates the requirements of this Policy or the agency’s policy, standing operating procedure, directive, or order, or applicable laws, shall be subject to discipline."
151,body-worn camera,77614,"Activate.  To actuate the recording mode/function of a body worn camera.1  Body worn camera (“BWC”).  A device worn by a law enforcement officer that makes an electronic audio and video recording of activities that take place during any law enforcement action.  The term does not include a mobile video recording device when mounted inside a police vehicle (i.e., a dash cam)."
151,body-worn camera,88015,"3.5 Placement of BWC.  A BWC used by a law enforcement officer shall be placed so that it maximizes the camera’s ability to capture video footage of the officer’s activities.  This may include placement on helmets, vests or other such location so long as the device is secured properly and will maximize the device’s recordation function.  3.6"
152,Directive on home detention,35536,"Fax: J. TO: Assignment Judges  DIRECTIVE: #19-23  Trial Court Administrators (Supersedes Directive# 27-21)  FROM: [...], Administrative Dire~ RE: Criminal Justice Reform - Pretrial Services - (a) Strict Home Detention (without Electronic Monitoring), (b) Home Detention with Limited Exceptions (without Electronic Monitoring), and (c)"
152,Directive on home detention,1761,"Promulgated via Directive #19-23 (10/17/2023), CN: [...] page 8 of 8  Atachment 2  Home DetenƟon Screening Form (CN [...])  [...] Judiciary  Home Detention Screening Criteria (for Home Detention as a Condition of Pretrial Release)"
152,Directive on home detention,34995,"Strict Home Detention must be ordered for defendants ordered to home detention who are only permitted to leave the residence to comply with court requirements or meet with defense counsel.  Strict Home Detention is more restrictive than HDLE.  Specifically, a defendant ordered to Strict HD shall only be permitted to leave their residence for attending (1) in-person court appearances, (2) in-person pretrial appointments with Pretrial Services or in-person Instructions  Promulgated via Directive #19-23 (10/17/2023), CN: [...] page 5 of 8 Probation appointments, or (3) in-person appointments with counsel after providing 48-hour notice to [...].  Defendants ordered to Strict HD must remain confined to their homes at all other times and shall not have any additional exceptions.  Prior to ordering a defendant to Strict HD the court must ensure that the defendant is able to comply with the condition."
152,Directive on home detention,43057,"b.  Each county prosecutor, working in conjunction with the Family Court, detention center and local law enforcement agencies, shall seek to develop alternatives to secure detention.  Each county prosecutor should encourage and facilitate the development of home detention programs as an alternative form of detention for qualified juvenile offenders who would otherwise be detained in a secure facility.  Home detention programs should include the following: A written agreement outlining the conditions for home detention, which should be signed by the juvenile and a parent or guardian; ongoing supervisory contact with the juvenile pending case disposition; Notification to the appropriate local law enforcement agency of the juvenile's release to home detention; and Return of the juvenile to a detention center upon a violation of a substantial program condition.  12."
153,directive on issuance of a summons or a warrant,92002,"The general policy established in this Directive encourages police and prosecutors to charge by way of complaint-summons rather than complaint-warrant whenever that can be done without jeopardizing public safety.  Prosecutors nonetheless may be reluctant in close cases to foreclose the possibility that the defendant would be subject to release conditions and monitoring by the pretrial services program given the limited information that may be available at the time of arrest.  Accordingly, nothing in this Directive shall be construed to preclude a prosecutor from applying for a complaint-warrant in accordance with the provisions of Section 4 for an offense previously charged by complaint-summons when further investigation reveals information that supports new or upgraded charges (e.g., where the extent of injury is greater than originally suspected as to warrant prosecution for aggravated assault rather than simple assault; new information about the type or quantity of the seized controlled dangerous substance warrants prosecution for a higher-degree crime, or it is subsequently determined that the offense occurred in a public park zone; a firearms offense involves more than “simple possession,” such as possession for an unlawful purpose in violation of [...], or pointing a firearm at another in violation of [...] (i.e., a crime against a specific person – not a mere possessory crime); subsequent investigation reveals that the amount of a theft warrants prosecution for a higher-degree crime than originally charged, or reveals that a seized firearm is stolen, defaced, or is an assault weapon, etc.). Nor shall anything in this Directive be construed to preclude a prosecutor from applying for a complaint-warrant for an offense previously charged by complaint-summons when information not known to the officer or assistant prosecutor or deputy attorney general at the time of the initial charging decision indicates that pretrial release conditions are reasonably necessary to protect the safety of a victim or the community, to reasonably assure the defendant’s appearance in court when required, or to prevent the defendant from obstructing or attempting to obstruct the criminal justice process."
153,directive on issuance of a summons or a warrant,80581,"Summons.  presumption notwithstanding acomplaint-warrant the for apply to made is decision the If to officer or judicial the 4.3. 1, court subsection to pursuant acomplaint-summons of issuing criterion advised the to specific be as shall made is acomplaint-warrant for application the whom the overcome State to the relies which upon 13, note see -1(d), in :3 3 Rule enumerated or criteria is there (e.g., Rule [...]-1(c) under established complaint-summons charging by of presumption to reason there a in summons; to appear response is not will defendant the that believe reason to is agency pretrial services the by conditions release pretrial of monitoring the that believe In etc.). or person, community; the other specified witness, victim, any protect necessary to law the in 3 listed Rule criterion :3-1(d), criteria applicable the identifying to addition or court shall advise acomplaint-warrant the for applying prosecutor or officer enforcement the overcome to State upon the relies circumstances or facts specific the to officer as judicial the of the (e.g., Rule results [...]-1(c) in forth set complaint-summons by charging of presumption gang was committed; which crime in the manner the assessment; risk pretrial automated documenting Incident Report Enforcement Law (Preliminary 5 Section also See etc.). affiliation; for application of part eCDR as the s.stem through the submitted be to facts case-specific certain complaint-warrant)."
153,directive on issuance of a summons or a warrant,4586,"In under covered not otherwise is case the and offense persons disorderly or crime indictable charging of (presumption Section or 4.5 complaint-warrant) by charging (mandatory 4.4 Section an unless acomplaint-summons shall issue agency enforcement law a complaint-warrant), by this of with 3.2 Section in accordance general consulted attorney deputy or prosecutor assistant the subsection by authorized 3.3.2 pursuant and to designated officer supervisory a or Directive, that determines of 4 Section this Directive, under presumptions overcome to Prosecutor County or victim the a necessary of protect safety to reasonably is acomplaint-warrant for application or to required, court in when appearance defendant's the assure re~~sonably to community, the and process, criminal justice the attempting obstruct to or obstructing from defendant prevent the Rule to acomplaint-warrant pursuant for apply to basis lawful a is there that determines further amended.  recently 3 as :3-1(d) complaint- of by presumption charging the overcome to judge a authorizes amended, recently as 3:3-1(d), Rule that: fi~ids judge the where summons to failed offense prior has indictable and any for summons with a served been has defendant the (1) appear; of safety self, the to will danger or a pose to dangerous is defendant the that believe to reason is there (2) on summons; a released if community the person or other any defendant; the for warrants outstanding more or one are there (3) to defendant necessary is to warrant the subject known a and not is address or identity defendant's the (4) court; the of jurisdiction the 37 Page Complaint- Charging Presumption by of Overcoming for Reasons Specifying 4.3.2"
153,directive on issuance of a summons or a warrant,89293,"subsection also See 4.4.1. subsection and 3:3-1(e) Rule to pursuant 44 Page Indictments.  Direct 4.9  Summons.  Complaint or aComplaint-War'r'ant  Prepare to Need 4.9.1 not was defendant who against a indictment an return occasion on will jury grand A or complaint-warrant by charged been already not has therefore and offense for the arrested 3:25-4, as Rule indictments.  ""direct"" as to referred are cases  These complaint-summons. (i.e., a on indictment"" ""complaint-warrant by charged persons that provides amended, recently of purposes for defendants"" ""eligible are indictment) direct a following issued complaint-warrant  [...].  See complaint-warrant.  by charged been initially had they if as Law Reform Bail the that conditions on release or detention pretrial to subject are that they means This [...]. program.  services pretrial the by monitored will be division criminal the returned, is indictment direct when a that provides 3:7-8 Rule complaint-either a issue must Court, Superior the of clerk deputy the of designee as manager, criminal the the Rule, Despite 3:3-1. with Rule accordance in acomplaint-warrant or summons wishes prosecutor If cases.  a indictment in direct complaint a prepare not will manager division pretrial or conditions release seek thereby and defendant,"" ""eligible an defendant label a to division criminal the (not enforcement law returned, is indictment direct a when detention judicial a have system and eCDR in the (CDR-2) acomplaint-warrant prepare manager) must complaint- a on charges with proceed wishing to when too, application."
153,directive on issuance of a summons or a warrant,25009,"Subject Section to pursuant prosecutor assistant an by approved and supervisory of designation special for the provide may directive the 3.3.1, subsection in forth complaint- of issuance a approve Prosecutor to County the by authorized are who officers acomplaint-warrant that presumption a establishes Directive this that notwithstanding summons for application an to approve Prosecutor County the by authorized are who and/or sought, will be a that presumption a establishes Directive this that notwithstanding complaint-warrant a such that determines Prosecutor County the that provided issued, be will complaint-summons being from prosecutor's office the prevent necessary to is authority prosecutorial of delegation authorize  Prosecutor may County a other words, In consultations.  charging by overburdened of 4  Section under presumptions overcome to officers supervisory designated selected specially Page 25 other anyone authorizes directive Prosecutor's County the if that however, provided, Directive, this the that require shall directive the presumption, a overcome to prosecutor assistant than an made been decision had that the decision charging the of time the at notified be office prosecutor's may notification"
154,What is the concept of a trial penalty?,75124,"This value is well articulated by Executive Order No. 362, which cites to clemency as a way to ""temper the impact of a criminal justice system that does not always produce justice.""  Among the injustices that could render an applicant eligible for clemency is if the ""sentence reflects an excessive trial penalty, based upon a comparison of the sentence and a documented plea offer.""  Ibid.  Petitioner is not now suggesting he is eligible for clemency, rather, that an excessive trial tax is a recognized injustice.  He also recognizes that there will be some difference in sentences between those who plead guilty, provide truthful testimony and those who are found guilty after trial.  It is the extent of this difference that violates State v. Roach, 146 [...] 208 (1996).  The prosecution controlled factual distinctions on the legal posture between petitioner and his co-defendants do not explain or justify a sentence difference of over one-half a century among persons who participated substantially equally in the crimes charged."
155,Can you find me passages about clemency?,75124,"This value is well articulated by Executive Order No. 362, which cites to clemency as a way to ""temper the impact of a criminal justice system that does not always produce justice.""  Among the injustices that could render an applicant eligible for clemency is if the ""sentence reflects an excessive trial penalty, based upon a comparison of the sentence and a documented plea offer.""  Ibid.  Petitioner is not now suggesting he is eligible for clemency, rather, that an excessive trial tax is a recognized injustice.  He also recognizes that there will be some difference in sentences between those who plead guilty, provide truthful testimony and those who are found guilty after trial.  It is the extent of this difference that violates State v. Roach, 146 [...] 208 (1996).  The prosecution controlled factual distinctions on the legal posture between petitioner and his co-defendants do not explain or justify a sentence difference of over one-half a century among persons who participated substantially equally in the crimes charged."
156,when is harassment protected speech,27715,"*Id.* (citing [...], art. I, ¶ 2) (emphasis added).  The higher standard of conduct imposed upon public officials whether or not they are performing their official duties,  In [...], supra, the [...] Supreme Court addressed the issue as to whether discipline could be imposed upon a firefighter, who, while being interviewed by a police officer during a drunk driving stop, used a racial epithet when an African-American officer arrived as a backup officer.  The racial epithet was directed at a fellow public employee in public.  The [...] Court upheld his suspension ruling, *inter alia*, that the racial epithet, while made off duty, was not protected speech as per *Pickering/Connick* test:  First, can the employee’s speech be fairly characterized as relating to a matter of public concern?  This is known as the employee’s interest prong because it focuses on the interest of an employee, as a citizen, in commenting upon matters of public concern.  Second is there a governmental interest, as an employer in the effective and efficient fulfillment of its responsibilities to the public through its employees?  This is known as the public’s interest or the governmental interest prong.  To summarize, when private expression is involved, the *Pickering/Connick* balancing test looks not only to the content of speech, but also the “manner, time, and place in which it is delivered. ”  [...], 152 [...] at 550 (internal citations omitted).  Applying *Pickering/Connick*, the [...] Court held that the racial epithet: 1) was not related to any matter of public concern and, 2) the City had an interest in maintaining order discipline, harmony and a professional working relationship between the police and fire departments that substantially outweighed the firefighter’s right to make abusive, insulting, racially motivated comments."
156,when is harassment protected speech,64899,"State v. [...], [...] ([...] Div. 2017).  5  [Pa8].  Defendant’s argument that the courts used rap music to convict defendant and reliance upon State v. [...], 218 [...] 496 (2014), is misplaced.  In [...], the State sought to admit rap lyrics written by the defendant to show the defendant’s motive and intent in killing the victim.  Id. at 502-503.  The [...] Supreme Court noted that the lyrics were violent and profane and had the ability to unfairly prejudice the jury against the defendant.  Id. at 524-525.  5  Pursuant to R. 1:36-3  I have attached a copy of State v. [...], [...] ([...] Div. 2017).  I am unaware of any other relevant unpublished opinions adverse to this case.  Moreover, there was better, less prejudicial evidence available to establish motive and intent.  *Id.* at 525.  Here, Judge [...] did not find defendant guilty of harassment because of the rap lyrics.  Indeed, his only mention of rap music is in reference to defendant’s credibility.  Judge [...] noted that defendant disclaimed listening to rap music, but then defendant discussed her knowledge of rap lyrics at length during her testimony.  [2T16-14 to -23].  The judge did not discuss the content of the lyrics nor did he use their content to support his finding of guilt.  Similarly, in the municipal court, Judge [...] did not use the lyrics to support his finding of guilt or for [...] 404b evidence.  While defendant argues that the lyrics were protected speech, her argument is misplaced.  Defendant was not convicted because of the rap music she was listening to in her car.  [1T20-20 to -25].  Defendant was convicted because her conduct fell squarely within the parameters of the Disorderly Conduct statute and the evidence overwhelmingly proved her guilt beyond a reasonable doubt.  Defendant’s argument must fail and her conviction must stand."
157,show me cases where the police prolonged a car stop,83048,"” (Da 12-13)  That finding is entitled to deference.  Rather than concluding the traffic stop, [...] ordered [...] out of the car and held him on the roadway, without telling him why he had been pulled over, and waited for [...] to arrive with a canine.  The question on appeal is whether the court correctly concluded that officers had sufficient independent suspicion to justify prolonging the stop."
157,show me cases where the police prolonged a car stop,35017,"*Id.* at 554.  The [...] Court held that, based upon the information available to the officer, including the tip from the ATF, the defendant’s nervous behavior, and the officer’s examination of the car through the windows of the car, there was reasonable and articulable suspicion to ask for the canine sniff of the vehicle and prolong the stop.  *Id.* at 554-555."
157,show me cases where the police prolonged a car stop,36268,Defendant argues that the police unlawfully prolonged the stop after Officer [...] checked defendant’s license and discovered that he had an outstanding warrant in Montana.  The State submits that defendant’s arguments lack merit.
157,show me cases where the police prolonged a car stop,6736,"CONCLUSION  For the reasons outlined in Point I, the police lacked reasonable suspicion to prolong the traffic stop for a canine sniff, and the evidence in this case should have been suppressed."
157,show me cases where the police prolonged a car stop,41340,"”).  Thus, unlike the defendant in Hickman, [...] had ample reason to believe that he would “be detained beyond the time required to complete the motor vehicle stop. ”  335 [...] at 632.  The Supreme Court of the United States’ rationale in Berkemer elucidates why the police behavior here is meaningfully different from questioning an individual during an ordinary traffic stop.  The Berkemer Court explained that the reason that ordinary traffic stops do not automatically require the reading of Miranda is because the presumptively brief nature of those stops, “mitigate[s] the danger that a person questioned will be induced ‘to speak where he would not otherwise do so freely. ’”  468 U.S. at 437-38.  “[Q]uestioning incident to an ordinary traffic stop is quite different from stationhouse interrogation, which frequently is prolonged, and in which the detainee often is aware that questioning will continue until he provides his interrogators the answers they seek."
158,wiretap,2689,"”  Id. at 248.  Indeed, the Court noted that the District Court found that the “safest and most successful method of accomplishing the installation of the wiretapping device was through breaking and entering [the office].”  Id. at 248 n. 8.  Lastly, the Court concluded that the Fourth Amendment did not require specific authorization in the order permitting electronic surveillance for law enforcement to enter the premises covertly.  Id. at 258-59.  The Court recognized that “we would promote empty formalism were we to require magistrates to make explicit what unquestionably is implicit in bugging authorizations: that a covert entry, with its attendant interference with Fourth Amendment interests, may be necessary for the installation of the surveillance equipment."
158,wiretap,12386,"When applying for a wiretap, the statute requires an application to include a “particular statement of the facts,” including: (1) the identity of the alleged offender; (2) the details of the offense; (3) the type of communication to be intercepted and a showing of probable cause; (4) the character and location of the wire or electronic facilities involved; (5) the period of time the wiretap will last; and (6) “[a] particular statement of facts showing that other normal investigative procedures with respect to the offense have been tried and have failed or reasonably appear to be unlikely to succeed if tried or to be too dangerous to employ. ”  [...].  Thereafter, the judge may authorize an application to intercept a wire, electronic, or oral communication if probable cause is found to believe that:"
